j1,j2,j3,j4,j5,j6,x,y,z,ox,oy,oz,ow,manip
1.992475587807837512e+00,2.789329164853586451e-02,3.272131032775511539e-01,5.598019100620859057e+00,-3.710621301310370157e+00,-3.113648404633220790e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.031587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.379627341139901875e-02
1.992923658234403206e+00,-1.359550736431078960e-02,3.516649179838466921e-01,5.614267599557933863e+00,-3.709583103857378994e+00,-3.121078679421293023e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.056587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.553811929844414241e-02
1.993261996861115382e+00,-5.388712667730930633e-02,3.730708484309012696e-01,5.632515775390362300e+00,-3.708802264460779430e+00,-3.127046834785758844e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.081587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.705004916645787141e-02
1.993506865879922874e+00,-9.258828551169184795e-02,3.907210635464472559e-01,5.653033147692580584e+00,-3.708246104882406691e+00,-3.131976107888227445e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.106587955583267391e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.828702396823022658e-02
1.993672212977072089e+00,-1.293965227466165602e-01,4.040974991718849219e-01,5.675996773443941379e+00,-3.707885597824465140e+00,-3.136215268735172979e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.131587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.921840121538569340e-02
1.993768710789632692e+00,-1.640939126965822170e-01,4.128612106233173207e-01,5.701496644237751710e+00,-3.707698355182992955e+00,-3.140044553143627182e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.156587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.982575621949657557e-02
1.993803316838956396e+00,-1.965356705519858971e-01,4.168288233896610961e-01,5.729545868458025382e+00,-3.707670322440832056e+00,-3.143691150142556845e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.181587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.010018319412480561e-02
1.993779182427609875e+00,-2.266395551269358433e-01,4.159501858891885284e-01,5.760090135724683869e+00,-3.707796501134068112e+00,-3.147348055934260369e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.206587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.004006769597582921e-02
1.993695757073791208e+00,-2.543795358478114221e-01,4.102943896670010471e-01,5.793013212546462398e+00,-3.708081042954688655e+00,-3.151192191061951697e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.231587955583267391e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.964986268956279133e-02
1.993549002362608125e+00,-2.797848796301337093e-01,4.000465838099308558e-01,5.828137444254775090e+00,-3.708536915191551042e+00,-3.155399496651429270e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.256587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.894001732400154625e-02
1.993331717531191760e+00,-3.029439260442249315e-01,3.855140942050085395e-01,5.865220161725871684e+00,-3.709185131171666150e+00,-3.160155762846326155e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.281587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.792791697804140882e-02
1.993034043297500002e+00,-3.240102735925123878e-01,3.671371581115585592e-01,5.903948515802090569e+00,-3.710053372368595337e+00,-3.165662352806889457e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.306587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.663945013627519454e-02
1.992644239522986860e+00,-3.432077754010384729e-01,3.454968792401587607e-01,5.943936623749610071e+00,-3.711173768539935747e+00,-3.172136231004232254e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.331587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.511058117407266241e-02
1.992149800671379811e+00,-3.608299262851508149e-01,3.213114136905640961e-01,5.984729616796082396e+00,-3.712579726900913091e+00,-3.179804272824509059e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.356587955583267391e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.338812249208184132e-02
1.991538871313562220e+00,-3.772295120359808185e-01,2.954121223894597970e-01,6.025818607414341166e+00,-3.714301985163850350e+00,-3.188892885018431156e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.381587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.152888314193236036e-02
1.990801782515152496e+00,-3.927964201167323810e-01,2.686957052270284585e-01,6.066668161520690106e+00,-3.716364477877537098e+00,-3.199615217318597660e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.406587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.959667263925352759e-02
1.989932402781606102e+00,-4.079252081517402706e-01,2.420559530344211785e-01,6.106753825360319965e+00,-3.718780900719549365e+00,-3.212159007252509690e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.431587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.765728512602236788e-02
1.988928979597670565e+00,-4.229781524727166397e-01,2.163071048338173485e-01,6.145603067693079069e+00,-3.721552833827861839e+00,-3.226677699389669529e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.456587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.577237598409228503e-02
1.987792867312101475e+00,-4.384513196184813832e-01,1.925372182511493890e-01,6.182598957670588646e+00,-3.724675654018849702e+00,-3.243364617035808251e-01,-9.993224820842913081e-01,8.450384224017614132e-01,1.481587955583267613e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.402388155532775273e-02
2.019791419746692629e+00,9.794674240868797566e-02,3.078666566898610735e-01,5.534047963712863449e+00,-3.685599382899040766e+00,-3.273858172833929436e-01,-9.993224820842913081e-01,8.200384224017615020e-01,9.815879555832673908e-01,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.134185045500395367e-02
2.020439498264271716e+00,5.497983106344142556e-02,3.363893272073217866e-01,5.547318926438674858e+00,-3.684067069585490461e+00,-3.285035188625604619e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.006587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.329348945739034490e-02
2.020926721033601492e+00,1.112897049886566771e-02,3.660153984224994161e-01,5.560631809283110627e+00,-3.682914908402856291e+00,-3.293699478283004800e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.031587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.529397285434347581e-02
2.021297672093305575e+00,-3.172787295365764315e-02,3.929010446256428479e-01,5.575886233450269458e+00,-3.682036998124762928e+00,-3.300491412666218261e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.056587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.708954090745609861e-02
2.021572086710825111e+00,-7.311431100964112251e-02,4.161597916929483665e-01,5.593434123199847896e+00,-3.681393115820656536e+00,-3.305941597782712793e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.081587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.862644862971232967e-02
2.021767591913552931e+00,-1.126645894729811498e-01,4.351378699513795412e-01,5.613516563358031952e+00,-3.680945415857172609e+00,-3.310482225685936752e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.106587955583267391e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.986855193869559014e-02
2.021898479597898923e+00,-1.501138020293848463e-01,4.493947159423381521e-01,5.636273012184410902e+00,-3.680662300880247262e+00,-3.314448514872946894e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.131587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.079435500248800875e-02
2.021975177882166630e+00,-1.852798823960428720e-01,4.586662271154382520e-01,5.661757817065614873e+00,-3.680520590189972463e+00,-3.318096348369922732e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.156587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.139310798959197429e-02
2.022004211829595999e+00,-2.180445605726209213e-01,4.628253407426768939e-01,5.689957745332768546e+00,-3.680506330170878471e+00,-3.321626321759879596e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.181587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.166115074363654719e-02
2.021988388989855334e+00,-2.483389394306372011e-01,4.618516495373262698e-01,5.720805166447018308e+00,-3.680614864299355027e+00,-3.325207720138472212e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.206587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.159931308272814765e-02
2.021927025867480410e+00,-2.761361975109836719e-01,4.558153369916999043e-01,5.754184419327241784e+00,-3.680850630471164120e+00,-3.328999372750562902e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.231587955583267391e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.121166996742153962e-02
2.021816139289037473e+00,-3.014517979649843360e-01,4.448763001454677513e-01,5.789930973065131603e+00,-3.681226901782637562e+00,-3.333166338190599598e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.256587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.050565460575621612e-02
2.021648620797604767e+00,-3.243502338987964695e-01,4.292964739583699507e-01,5.827824445867304526e+00,-3.681765414506485978e+00,-3.337892018739829214e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.281587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.949337246374895971e-02
2.021414493889264641e+00,-3.449561999882615471e-01,4.094609547984938702e-01,5.867577859455303191e+00,-3.682495622878968256e+00,-3.343385070773375323e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.306587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.819381655985482571e-02
2.021101401549802112e+00,-3.634667433767423406e-01,3.859007536222139878e-01,5.908826998047669754e+00,-3.683453169767728408e+00,-3.349880145392511444e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.331587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.663547224196695720e-02
2.020695470299817664e+00,-3.801596840386747833e-01,3.593074949764147874e-01,5.951124962608174584e+00,-3.684677213720656486e+00,-3.357631716542602285e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.356587955583267391e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.485854851215573216e-02
2.020182647370925455e+00,-3.953914687066979461e-01,3.305260773188957724e-01,5.993949108999903075e+00,-3.686206420970310038e+00,-3.366900902246242056e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.381587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.291567072522352616e-02
2.019550375162185940e+00,-4.095817644659032752e-01,3.005202657091339269e-01,6.036722329390394215e+00,-3.688074148972134925e+00,-3.377938390281271519e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.406587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.087036828078521131e-02
2.018789360157426938e+00,-4.231812246644088837e-01,2.703041996214872733e-01,6.078851710146594201e+00,-3.690303620329190348e+00,-3.390966726671558740e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.431587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.879261586295778372e-02
2.017894973644389189e+00,-4.366279167228174773e-01,2.408516202952531438e-01,6.119777600609434209e+00,-3.692904426859751954e+00,-3.406166869396741181e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.456587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.675212989194457824e-02
2.016867890686104392e+00,-4.503018478362845745e-01,2.130023709925361053e-01,6.159022572505703508e+00,-3.695871389709502353e+00,-3.423671743254786404e-01,-9.993224820842913081e-01,8.200384224017615020e-01,1.481587955583267613e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.481094113599405043e-02
2.049591777479878196e+00,-6.636182486934143199e-03,4.070272339777428194e-01,5.520208651031983216e+00,-3.655440108049786918e+00,-3.492046259166731725e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.031587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.663026922035430927e-02
2.049925875492994098e+00,-4.914638954959649891e-02,4.327656756345035771e-01,5.536326636697078030e+00,-3.654615383949913365e+00,-3.498320690200512617e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.056587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.824092604678927337e-02
2.050144459223048443e+00,-9.135131288449969966e-02,4.573466610069447102e-01,5.553410238079488970e+00,-3.654096206346668652e+00,-3.503406297122351742e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.081587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.975514251893660381e-02
2.050298665104393070e+00,-1.315189692989867654e-01,4.772131143182395396e-01,5.573247232116946392e+00,-3.653743543784852665e+00,-3.507716497681707679e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.106587955583267391e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.096531591407968367e-02
2.050402048890805240e+00,-1.694315437272225222e-01,4.920219921930318874e-01,5.595930122221728809e+00,-3.653525728725098620e+00,-3.511560227952801871e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.131587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.185929486097554414e-02
2.050464012170722938e+00,-2.049479153072242821e-01,5.015950138445800510e-01,5.621472111463074128e+00,-3.653420759745018120e+00,-3.515162989181712105e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.156587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.243362843746921270e-02
2.050490220818676157e+00,-2.379771177930239956e-01,5.058633642969000421e-01,5.649832402995717651e+00,-3.653415940561476560e+00,-3.518697494207038146e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.181587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.268923121661176240e-02
2.050483012125426274e+00,-2.684624205070284542e-01,5.048340079444050277e-01,5.680930954483401685e+00,-3.653507356778656678e+00,-3.522310530561264530e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.206587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.262883985271897158e-02
2.050441698468050689e+00,-2.963742752408460301e-01,4.985740116817585221e-01,5.714654651420699061e+00,-3.653699452878642173e+00,-3.526144781714594112e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.231587955583267391e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.225593354534190410e-02
2.050362719346516371e+00,-3.217116400552852973e-01,4.872119805599616771e-01,5.750855236700432194e+00,-3.654004882898704842e+00,-3.530356048936662550e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.256587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.157499120511634422e-02
2.050239674965559367e+00,-3.445106618127297127e-01,4.709545104189210574e-01,5.789340026534143924e+00,-3.654444548178683583e+00,-3.535126322173455238e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.281587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.059294556672052801e-02
2.050063344087056372e+00,-3.648591832869960694e-01,4.501144004294667100e-01,5.829857200643095538e+00,-3.655047526428791382e+00,-3.540672261023897205e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.306587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.932166644048518275e-02
2.049821847418642484e+00,-3.829144610010152272e-01,4.251450895098768945e-01,5.872078785191843231e+00,-3.655850412656193260e+00,-3.547247641946200125e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.331587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.778116067506077730e-02
2.049501156401975610e+00,-3.989196636458275380e-01,3.966720699874402012e-01,5.915586403724206299e+00,-3.656895500961627299e+00,-3.555137883696975476e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.356587955583267391e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.600287326994366044e-02
2.049086125964829641e+00,-4.132126881265090201e-01,3.655080001743529761e-01,5.959866773040589649e+00,-3.658227358317506894e+00,-3.564645614802072759e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.381587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.403207889010675058e-02
2.048562102641653837e+00,-4.262199777033820469e-01,3.326367505973330529e-01,6.004324251885374331e+00,-3.659887793346460416e+00,-3.576068725904035794e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.406587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.192809373019521946e-02
2.047916919344075382e+00,-4.384301813863962227e-01,2.991563298008912408e-01,6.048314770176344446e+00,-3.661909971652346218e+00,-3.589675665706433816e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.431587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.976125695455823242e-02
2.047142828070521059e+00,-4.503485132258314705e-01,2.661831083709655377e-01,6.091198724038222601e+00,-3.664313142774220822e+00,-3.605684780870889172e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.456587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.760654757361710884e-02
2.046237798233419891e+00,-4.624407251702961075e-01,2.347361176722466969e-01,6.132402214628434045e+00,-3.667099628238313702e+00,-3.624253366926765141e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.481587955583267613e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.553507803929650259e-02
2.045205764996408604e+00,-4.750813164584876680e-01,2.056314799488315470e-01,6.171470949001204964e+00,-3.670255047272125815e+00,-3.645477798694450877e-01,-9.993224820842913081e-01,7.950384224017615908e-01,1.506587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.360579208778560020e-02
2.079073755214897012e+00,-1.497313033145745986e-01,5.182632377326933382e-01,5.531130388777955709e+00,-3.626716849805191156e+00,-3.727189158101543720e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.106587955583267391e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.168620435374117777e-02
2.079188110147687230e+00,-1.867844678880254961e-01,5.308331413477270777e-01,5.555230249001747111e+00,-3.626445682687192473e+00,-3.730771668753938286e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.131587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.239479292154247986e-02
2.079240434883718791e+00,-2.225616269089124577e-01,5.405602805692125701e-01,5.580874540944614992e+00,-3.626367642614521269e+00,-3.734446835762669226e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.156587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.293578533184463725e-02
2.079266302146525636e+00,-2.558166179872015111e-01,5.448963218594186086e-01,5.609386328756215789e+00,-3.626368112415289779e+00,-3.738089951461689431e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.181587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.317657624218917772e-02
2.079267648753800213e+00,-2.864996899932154006e-01,5.438646742923270994e-01,5.640678452114488373e+00,-3.626443810216770647e+00,-3.741828467608391273e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.206587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.312087097172776440e-02
2.079243902086994389e+00,-3.145773940257840517e-01,5.375266354435053184e-01,5.674641364972075941e+00,-3.626598930587661140e+00,-3.745792438618955611e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.231587955583267391e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.277150003421205188e-02
2.079192157767098426e+00,-3.400323518707475956e-01,5.259794279868973410e-01,5.711143045948203323e+00,-3.626844884949701253e+00,-3.750130872119497027e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.256587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.213047766932453780e-02
2.079107116403187128e+00,-3.628727246348551483e-01,5.093744187994884154e-01,5.750018652984048906e+00,-3.627200660213488081e+00,-3.755025578182849544e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.281587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.120040192859619907e-02
2.078980928082754254e+00,-3.831481604505710403e-01,4.879485529763436524e-01,5.791053803119546650e+00,-3.627693310233308210e+00,-3.760701544119038342e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.306587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.998687704719415689e-02
2.078803084311483751e+00,-4.009707548815007461e-01,4.620657783468489765e-01,5.833963465769083534e+00,-3.628358120797941844e+00,-3.767432014852671318e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.331587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.850185351221363669e-02
2.078560557497370009e+00,-4.165377847754773155e-01,4.322615606091528284e-01,5.878370506733190837e+00,-3.629237805759652602e+00,-3.775535305683417331e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.356587955583267391e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.676752410979275909e-02
2.078238426210899714e+00,-4.301502109985793632e-01,3.992779929452544563e-01,5.923790740147439671e+00,-3.630380040440576828e+00,-3.785360559319588813e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.381587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.481995555039748572e-02
2.077821169988333327e+00,-4.422183285380577589e-01,3.640718952077059423e-01,5.969633555749875420e+00,-3.631832907925292453e+00,-3.797262148756149758e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.406587955583267657e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.271112653455268846e-02
2.077294619940320164e+00,-4.532457780989170848e-01,3.277783495700066774e-01,6.015226415628130319e+00,-3.633638563841256719e+00,-3.811567057564547167e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.431587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,2.050785436290041008e-02
2.076648224434284540e+00,-4.637878194079536054e-01,2.916220680246918162e-01,6.059865666097215886e+00,-3.635826458120869464e+00,-3.828544170544789793e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.456587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.828667432680778845e-02
2.075876995828530802e+00,-4.743892898121326307e-01,2.567885259597330050e-01,6.102885939517662450e+00,-3.638408179562631961e+00,-3.848385220698212206e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.481587955583267613e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.612519182903516743e-02
2.074982474975687996e+00,-4.855177333914974525e-01,2.242870122413225531e-01,6.143730789864626729e+00,-3.641375750024665070e+00,-3.871202334106942922e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.506587955583267524e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.409212689236080326e-02
2.073972389374529435e+00,-4.975111631950091540e-01,1.948452528217981816e-01,6.182004601785203945e+00,-3.644703907765276529e+00,-3.897039326608735532e-01,-9.993224820842913081e-01,7.700384224017614576e-01,1.531587955583267435e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,1.223909486298664293e-02
2.108301415943497403e+00,-2.722335550667093207e-01,5.814437761006815419e-01,5.567333095012497957e+00,-3.599449881795655948e+00,-3.984113738432504270e-01,-9.993224820842913081e-01,7.450384224017614354e-01,1.181587955583267568e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.325941529290454141e-02
2.108331284811137074e+00,-3.022397203471242633e-01,5.785489374486820768e-01,5.599858983804526069e+00,-3.599427892150092845e+00,-3.987522597623481824e-01,-9.993224820842913081e-01,7.450384224017614354e-01,1.206587955583267480e+00,-6.581589077245957042e-02,6.394092427298518899e-01,7.640618172870263791e-01,-5.507838230659819340e-02,3.311708837595061378e-02
